Organism,Group,type,name,shp,sa,la,wi,SJR2 site,SJR2 FC-1,SJR2 T24-1,SJR2 FC-2,SJR2 T24-2,SJR2 FC-3,SJR2 T24-3,SJR2 IC-1,SJR2 IC-2,SJR2 IC-3,YBP1 site,YBP1 FC-1,YBP1 T24-1,YBP1 FC-2,YBP1 T24-2,YBP1 FC-3,YBP1 T24-3,YBP1 IC-1,YBP1 IC-2,YBP1 IC-3,LSZ2 site,LSZ2 FC-1,LSZ2 T24-1,LSZ2 FC-2,LSZ2 T24-2,LSZ2 FC-3,LSZ2 T24-3,LSZ2 IC-1,LSZ2 IC-2,LSZ2 IC-3,WLD2 site,WLD2 FC-1,WLD2 T24-1,WLD2 FC-2,WLD2 T24-2,WLD2 FC-3,WLD2 T24-3,WLD2 IC-1,WLD2 IC-2,WLD2 IC-3,SJR1-site,SJR1 FC-1,SJR1 T24-1,SJR1 FC-2,SJR1 T24-2,SJR1 FC-3,SJR1 T24-3,SJR1 IC-1,SJR1 IC-2,SJR1 IC-3,YBP2 site,YBP2 FC-1,YBP2-T24-1,YBP2 FC-2,YBP2 T24-2,YBP2 FC-3,YBP2 T24-3,YBP2 IC-1,YBP2 IC-2,YBP2 IC-3
Diatom DB: pennate,diatom,pennate,diadb,recbox,16,360,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DC: pennate,diatom,pennate,diadc,prisell,20,56,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DE: pennate,diatom,pennate,diade,prisell,20,112,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DF: pennate,diatom,pennate,diadf,prosph,24,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.89,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DG: pennate,diatom,pennate,diadg,prisell,24,72,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DH: pennate,diatom,pennate,diadh,recbox,104,200,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DI: pennate fragilaria,diatom,pennate fragillaria,diadi,prisell,16,48,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DJ: pennate fragilaria,diatom,pennate fragillaria,diadj,prisell,16,96,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DK: pennate fragilaria,diatom,pennate fragillaria,diadk,prisell,24,64,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DL: pennate fragilaria,diatom,pennate fragillaria,diadl,prisell,48,64,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DM: pennate fragilaria,diatom,pennate fragillaria,diadm,prisell,64,80,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DN: pennate pleurosigma,diatom,pennate pleurosigma,diadn,prispar,4,64,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DO: pennate pleurosigma,diatom,pennate pleurosigma,diado,prispar,4,160,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DQ: pennate pleurosigma,diatom,pennate pleurosigma,diadq,prispar,6,56,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DR: pennate pleurosigma,diatom,pennate pleurosigma,diadr,prispar,6,88,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DS: pennate pleurosigma,diatom,pennate pleurosigma,diads,prispar,8,44,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DT: pennate pleurosigma,diatom,pennate pleurosigma,diadt,prispar,8,64,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DU: pennate pleurosigma,diatom,pennate pleurosigma,diadu,prispar,8,80,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DV: pennate pleurosigma,diatom,pennate pleurosigma,diadv,prispar,8,96,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DW: pennate pleurosigma,diatom,pennate pleurosigma,diadw,prispar,8,120,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DY: pennate pleurosigma,diatom,pennate pleurosigma,diady,prispar,12,96,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom DZ: pennate pleurosigma,diatom,pennate pleurosigma,diadz,prispar,16,64,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom EA: pennate pleurosigma,diatom,pennate pleurosigma,diaea,prispar,16,88,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom EB: pennate pleurosigma,diatom,pennate pleurosigma,diaeb,prispar,16,144,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.89,1,1,1,1,1,1,0.5,0.78,0.6
Diatom EC: pennate pleurosigma,diatom,pennate pleurosigma,diaec,prispar,16,184,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Dinoflagellate C: Peridinium,dinoflagellate,peridinium,dinoc,ellipsoid,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Dinoflagellate D: Peridinium,dinoflagellate,peridinium,dinod,ellipsoid,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Dinoflagellate E: Peridinium,dinoflagellate,peridinium,dinoe,ellipsoid,20,24,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Dinoflagellate F: Peridinium,dinoflagellate,peridinium,dinof,ellipsoid,24,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Dinoflagellate G: prorocentrum,dinoflagellate,prorocentrum,dinog,ellipsoid,17.6,17.6,17.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Diatom: Entemoneis,diatom,other,entem,prisell,16,40,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate I,flagellate,other,flagi,prosph,8,16,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate  J,flagellate,other,flagj,prosph,12,20,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate K,flagellate,other,flagk,prosph,16,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate L,flagellate,other,flagl,prosph,24,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate M: Colonial,flagellate,colonial,flagm,prosph,16,16,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate N: Cryptomonas,flagellate,cryptomonas,flagn,prosph,6,16,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate O: Cryptomonas,flagellate,cryptomonas,flago,prosph,8,16,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate P: Cryptomonas,flagellate,cryptomonas,flagp,prosph,8,24,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.89,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate Q: Cryptomonas,flagellate,cryptomonas,flagq,prosph,12,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate R: Cryptomonas,flagellate,cryptomonas,flagr,prosph,16,24,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate S:Cryptomonas,flagellate,cryptomonas,flags,prosph,16,48,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate T:Euglenid,flagellate,euglenid,flagt,prosph,8,20,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate U: Euglenid,flagellate,euglenid,flagu,prosph,8,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate V: Euglenid,flagellate,euglenid,flagv,prosph,8,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate W: Euglenid,flagellate,euglenid,flagw,prosph,8,136,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate X: Euglenid,flagellate,euglenid,flagx,prosph,12,80,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate Y: Euglenid,flagellate,euglenid,flagy,prosph,16,48,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.89,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate Z: Euglenid,flagellate,euglenid,flagz,prosph,16,144,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Flagellate AA: Euglenid,flagellate,euglenid,flagaa,prosph,40,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Ochrophyte A: Synura,ochrophyte,synura,ochra,prosph,16,16,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Ochrophyte B: Synura,ochrophyte,synura,ochrb,prosph,32,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid A: agglutinated,tintinnid,agglutinated,tina,prosph,16,24,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid B: agglutinated,tintinnid,agglutinated,tinb,prosph,16,80,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid C: agglutinated,tintinnid,agglutinated,tinc,prosph,20,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid D: agglutinated,tintinnid,agglutinated,tind,prosph,20,64,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid E: agglutinated,tintinnid,agglutinated,tine,prosph,24,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid F: agglutinated,tintinnid,agglutinated,tinf,prosph,24,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid G: agglutinated,tintinnid,agglutinated,ting,prosph,24,48,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid H: agglutinated,tintinnid,agglutinated,tinh,prosph,24,56,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid I: agglutinated,tintinnid,agglutinated,tini,prosph,24,64,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid J: agglutinated,tintinnid,agglutinated,tinj,prosph,24,72,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid K: agglutinated,tintinnid,agglutinated,tink,prosph,24,96,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.42,0.78,0.6
Tintinnid L: agglutinated,tintinnid,agglutinated,tinl,prosph,24,120,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.42,0.5
Tintinnid M: agglutinated,tintinnid,agglutinated,tinm,prosph,32,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid N: agglutinated,tintinnid,agglutinated,tinn,prosph,32,48,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid O: agglutinated,tintinnid,agglutinated,tino,prosph,32,56,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid P: agglutinated,tintinnid,agglutinated,tinp,prosph,32,64,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid Q: hyaline,tintinnid,hyaline,tinq,prosph,12,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid R: hyaline,tintinnid,hyaline,tinr,prosph,16,20,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid S: hyaline,tintinnid,hyaline,tins,prosph,16,24,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid T: hyaline,tintinnid,hyaline,tint,prosph,16,36,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Tintinnid U: hyaline,tintinnid,hyaline,tinu,prosph,32,56,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified C1 ≥ 40µm,unidentified,other,unc1,prosph,8,48,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified C2 ≥ 40µm,unidentified,other,unc2,cyl,8,168,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
